DID_id,src_nm,src_id,drug_raw_name,cas_cas_no,cas_pt,cas_source,cas_match,chebi_pt,chebi_id,chebi_cas_no,chebi_match,chebi_syn,chebi_syn_match,chebi_match_aid,chemid_pt,chemid_display_name,chemid_id,chemi_match,chemid_syn,chemid_syn_match,chemid_match_aid,ctd_pt,ctd_mesh_id,ctd_cas_no,ctd_match,ctd_syn,ctd_syn_match,ctd_match_aid,umls_pt,umls_cui,umls_match,umls_syn,umls_syn_match,umls_match_aid,umls_sem_typ1,umls_sem_typ2,umls_sem_typ3,umls_sem_typ4,ind_raw,ind_agg,_ind_search,ind_raw_value,ind_raw_target,ind_raw_match,ind_umls_entry_term_match,ind_umls_entry_term,ind_umls_pt,und_umls_cuii,ind_umls_term_typ,ind_umls_pheno_flg,ind_umls_sem_typ1,ind_umls_sem_typ2,ind_umls_sem_typ3,ind_umls_sem_typ4,ind_umls_in_term_match,ind_umls_in_term,ind_umls_in_pt,ind_umls_in_cui,ind_umls_in_term_typ,ind_umls_in_sem_typ1,ind_umls_in_sem_typ2,ind_umls_in_sem_typ3,ind_umls_in_sem_typ4
1_000912,MeSH_PA,C029729,2-mercaptomethyl-3-guanidinoethylthiopropionic acid,77102-28-4,2-Mercaptomethyl-3-guanidinoethylthiopropionic acid,ChemID+,exact,,,,,,,,2-Mercaptomethyl-3-guanidinoethylthiopropionic acid,,77102-28-4,exact,,,,2-mercaptomethyl-3-guanidinoethylthiopropionic acid,C029729,77102-28-4,exact,,,,2-Mercaptomethyl-3-Guanidinoethylthiopropionic Acid,C0046305,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,isa,isa,Inhibitors,Enzyme Inhibitors,Enzyme Inhibitors,Y,exact (CUI-based),Enzyme Inhibitors,Enzyme Inhibitors,C0014432,P,,A1.4.1.1.1_Pharmacologic Substance,,,,,,,,,,,,
1_000913,MeSH_PA,C029729,2-mercaptomethyl-3-guanidinoethylthiopropionic acid,77102-28-4,2-Mercaptomethyl-3-guanidinoethylthiopropionic acid,ChemID+,exact,,,,,,,,2-Mercaptomethyl-3-guanidinoethylthiopropionic acid,,77102-28-4,exact,,,,2-mercaptomethyl-3-guanidinoethylthiopropionic acid,C029729,77102-28-4,exact,,,,2-Mercaptomethyl-3-Guanidinoethylthiopropionic Acid,C0046305,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,inhibitor,inhibits,Inhibitors,Protease Inhibitors,Protease Inhibitors,Y,quasi syn therclass-to-function,Protease Activity,Protease Activity,C2263455,P,Y,B2.2.1.1.4_Molecular Function,,,,exact (CUI-based),protease inhibitors,Protease Inhibitor,C0033607,S,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.1.3_Biologically Active Substance,,
1_000914,MeSH_PA,C050592,3-(2-carboxypiperazin-4-yl)propyl-1-phosphonic acid,100828-16-8,3-(2-Carboxypiperazin-4-yl)propyl-1-phosphonic acid,ChemID+,exact,,,,,,,,3-(2-Carboxypiperazin-4-yl)propyl-1-phosphonic acid,,100828-16-8,exact,,,,3-(2-carboxypiperazin-4-yl)propyl-1-phosphonic acid,C050592,100828-16-8,exact,,,,3-(2-Carboxypiperazin-4-Yl)Propyl-1-Phosphonic Acid,C0047123,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,anti,,#VALUE!,Anticonvulsants,Anticonvulsants,Y,quasi syn therclass-to-disease,Convulsions,Convulsions,C0009951,P,Y,A2.2.2_Sign or Symptom,,,,exact (CUI-based),Anticonvulsants,Anticonvulsants,C0003286,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000915,MeSH_PA,C050592,3-(2-carboxypiperazin-4-yl)propyl-1-phosphonic acid,100828-16-8,3-(2-Carboxypiperazin-4-yl)propyl-1-phosphonic acid,ChemID+,exact,,,,,,,,3-(2-Carboxypiperazin-4-yl)propyl-1-phosphonic acid,,100828-16-8,exact,,,,3-(2-carboxypiperazin-4-yl)propyl-1-phosphonic acid,C050592,100828-16-8,exact,,,,3-(2-Carboxypiperazin-4-Yl)Propyl-1-Phosphonic Acid,C0047123,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Central Nervous System Agents,Central Nervous System Agents,Y,quasi syn therclass-to-disease,Cns Disorder,Cns Disorder,C0007682,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Central Nervous System Agents,Central Nervous System Agents,C0007680,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000916,MeSH_PA,C050592,3-(2-carboxypiperazin-4-yl)propyl-1-phosphonic acid,100828-16-8,3-(2-Carboxypiperazin-4-yl)propyl-1-phosphonic acid,ChemID+,exact,,,,,,,,3-(2-Carboxypiperazin-4-yl)propyl-1-phosphonic acid,,100828-16-8,exact,,,,3-(2-carboxypiperazin-4-yl)propyl-1-phosphonic acid,C050592,100828-16-8,exact,,,,3-(2-Carboxypiperazin-4-Yl)Propyl-1-Phosphonic Acid,C0047123,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Excitatory Amino Acid Agents,Excitatory Amino Acid Agents,Y,NT + quasi syn therclass-to-function,Excitatory Synaptic Transmission,Excitatory Synaptic Transmission,C0234107,P,Y,B2.2.1.1.2_Organ or Tissue Function,,,,exact (CUI-based),Excitatory Amino Acid Agents,Excitatory Amino Acid Agents,C0242900,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000917,MeSH_PA,C050592,3-(2-carboxypiperazin-4-yl)propyl-1-phosphonic acid,100828-16-8,3-(2-Carboxypiperazin-4-yl)propyl-1-phosphonic acid,ChemID+,exact,,,,,,,,3-(2-Carboxypiperazin-4-yl)propyl-1-phosphonic acid,,100828-16-8,exact,,,,3-(2-carboxypiperazin-4-yl)propyl-1-phosphonic acid,C050592,100828-16-8,exact,,,,3-(2-Carboxypiperazin-4-Yl)Propyl-1-Phosphonic Acid,C0047123,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,antagonist,antagonist,#VALUE!,Excitatory Amino Acid Antagonists,Excitatory Amino Acid Antagonists,Y,NT + quasi syn therclass-to-function,Excitatory Synaptic Transmission,Excitatory Synaptic Transmission,C0234107,P,Y,B2.2.1.1.2_Organ or Tissue Function,,,,exact (CUI-based),Excitatory Amino Acid Antagonists,Excitatory Amino Acid Antagonists,C0242910,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000918,MeSH_PA,C050592,3-(2-carboxypiperazin-4-yl)propyl-1-phosphonic acid,100828-16-8,3-(2-Carboxypiperazin-4-yl)propyl-1-phosphonic acid,ChemID+,exact,,,,,,,,3-(2-Carboxypiperazin-4-yl)propyl-1-phosphonic acid,,100828-16-8,exact,,,,3-(2-carboxypiperazin-4-yl)propyl-1-phosphonic acid,C050592,100828-16-8,exact,,,,3-(2-Carboxypiperazin-4-Yl)Propyl-1-Phosphonic Acid,C0047123,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Neurotransmitter Agents,Neurotransmitter Agents,Y,quasi syn therclass-to-function,neurotransmission,Synaptic Transmission,C0027793,S,Y,B2.2.1.1.3_Cell Function,,,,exact (CUI-based),Neurotransmitter Agents,Neurotransmitter Agents,C0243051,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000919,MeSH_PA,C030438,4-(isopropylamino)-2-(2-pyridyl)-2-phenylbutyramide,38236-46-3,4-(Isopropylamino)-2-(2-pyridyl)-2-phenylbutyramide,ChemID+,exact,,,,,,,,4-(Isopropylamino)-2-(2-pyridyl)-2-phenylbutyramide,,38236-46-3,exact,,,,4-(isopropylamino)-2-(2-pyridyl)-2-phenylbutyramide,C030438,38236-46-3,exact,,,,4-(Isopropylamino)-2-(2-Pyridyl)-2-Phenylbutyramide,C0047943,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Autonomic Agents,Autonomic Agents,Y,quasi syn therclass-to-function,Autonomic Function,Autonomic Function,C0518003,P,Y,A2.2_Finding,,,,exact (CUI-based),Autonomic Agents,Autonomic Agents,C0004382,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000920,MeSH_PA,C030438,4-(isopropylamino)-2-(2-pyridyl)-2-phenylbutyramide,38236-46-3,4-(Isopropylamino)-2-(2-pyridyl)-2-phenylbutyramide,ChemID+,exact,,,,,,,,4-(Isopropylamino)-2-(2-pyridyl)-2-phenylbutyramide,,38236-46-3,exact,,,,4-(isopropylamino)-2-(2-pyridyl)-2-phenylbutyramide,C030438,38236-46-3,exact,,,,4-(Isopropylamino)-2-(2-Pyridyl)-2-Phenylbutyramide,C0047943,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,causes,,#VALUE!,Parasympatholytics,Parasympatholytics,Y,quasi syn therclass-to-function,Parasympatholytic Effect,Parasympatholytic Effect,C3179241,P,Y,B2.2.1.1_Physiologic Function,,,,exact (CUI-based),Parasympatholytics,Parasympatholytics,C0030511,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000921,MeSH_PA,C030438,4-(isopropylamino)-2-(2-pyridyl)-2-phenylbutyramide,38236-46-3,4-(Isopropylamino)-2-(2-pyridyl)-2-phenylbutyramide,ChemID+,exact,,,,,,,,4-(Isopropylamino)-2-(2-pyridyl)-2-phenylbutyramide,,38236-46-3,exact,,,,4-(isopropylamino)-2-(2-pyridyl)-2-phenylbutyramide,C030438,38236-46-3,exact,,,,4-(Isopropylamino)-2-(2-Pyridyl)-2-Phenylbutyramide,C0047943,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Peripheral Nervous System Agents,Peripheral Nervous System Agents,Y,quasi syn therclass-to-function,Pns Function,Pns Function,C0683211,P,Y,B2.2.1.1.2_Organ or Tissue Function,,,,exact (CUI-based),Peripheral Nervous System Agents,Peripheral Nervous System Agents,C0243049,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000922,MeSH_PA,C016583,4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,64091-91-4,NNK (carcinogen),ChemID+,<syn per source>,4-(N-nitrosomethylamino)-1-(3-pyridyl)butan-1-one,32692,64091-91-4,<syn per source>,4-(N-Methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,exact,,NNK (carcinogen),,64091-91-4,<syn per source>,4-(N-Methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,exact,,4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,C016583,64091-91-4,exact,,,,4-(N-Methyl-N-Nitrosamino)-1-(3-Pyridyl)-1-Butanone,C0047964,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,causes,,#VALUE!,Carcinogens,Carcinogens,Y,quasi syn therclass-to-disease,Carcinogenesis,Carcinogenesis,C0596263,P,Y,B2.2.1.2.1.2_Neoplastic Process,,,,exact (CUI-based),Carcinogens,Carcinogens,C0007090,P,A1.4.1.1.5_Hazardous or Poisonous Substance,,,
1_000923,MeSH_PA,C016583,4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,64091-91-4,NNK (carcinogen),ChemID+,<syn per source>,4-(N-nitrosomethylamino)-1-(3-pyridyl)butan-1-one,32692,64091-91-4,<syn per source>,4-(N-Methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,exact,,NNK (carcinogen),,64091-91-4,<syn per source>,4-(N-Methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,exact,,4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,C016583,64091-91-4,exact,,,,4-(N-Methyl-N-Nitrosamino)-1-(3-Pyridyl)-1-Butanone,C0047964,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,causes,,#VALUE!,Noxae,Noxae,Y,quasi syn therclass-to-disease,"Poisoning By And Exposure To Noxious Substances, Undetermined Intent","Poisoning By And Exposure To Noxious Substances, Undetermined Intent",C0480774,P,Y,B2.3_Injury or Poisoning,,,,exact (CUI-based),Noxae,Noxae,C0028470,P,A1.4.1.1.5_Hazardous or Poisonous Substance,,,
1_000924,ChEBI,,4'-O-demethylknipholone-4'-O-beta-D-glucopyranoside,,,,,4'-O-demethylknipholone-4'-O-beta-D-glucopyranoside,65741,,exact,,,,,,,,,,,4'-O-demethylknipholone-4'-O-glucopyranoside,C466223,,<syn per source>,4'-O-demethylknipholone-4'-O-beta-D-glucopyranoside,exact,,4'-O-Demethylknipholone-4'-O-Beta-D-Glucopyranoside,C1144535,exact,,,,A1.4.1.2.1_Organic Chemical,,,,,,#VALUE!,antiplasmodial drug,antiplasmodial drug,Y,quasi syn therclass-to-disease,plasmodium infections,Malaria,C0024530,S,Y,B2.2.1.2.1_Disease or Syndrome,,,,,,,,,,,,
1_000925,ChEBI,,4'-O-demethylknipholone-4'-O-beta-D-glucopyranoside,,,,,4'-O-demethylknipholone-4'-O-beta-D-glucopyranoside,65741,,exact,,,,,,,,,,,4'-O-demethylknipholone-4'-O-glucopyranoside,C466223,,<syn per source>,4'-O-demethylknipholone-4'-O-beta-D-glucopyranoside,exact,,4'-O-Demethylknipholone-4'-O-Beta-D-Glucopyranoside,C1144535,exact,,,,A1.4.1.2.1_Organic Chemical,,,,cidal,,#VALUE!,trypanocidal drug,trypanocidal drug,Y,quasi syn therclass-to-disease,Trypanosomiasis,Trypanosomiasis,C0041227,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,syn plural/sing,trypanocidal drugs,Trypanocidal Agents,C0041214,S,A1.4.1.1.1_Pharmacologic Substance,,,
1_000926,MeSH_PA,D013184,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",28754-68-9,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",ChemID+,exact,,,,,,,,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",,28754-68-9,exact,,,,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",D013184,28754-68-9,exact,,,,"5-Amino-3-((5-Nitro-2-Furyl)Vinyl)-1,2,4-Oxadiazole",C0995162,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,anti,,#VALUE!,Anthelmintics,Anthelmintics,Y,quasi syn therclass-to-disease,Helminthiasis,Helminthiasis,C0018889,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Anthelmintics,Anthelmintics,C0003158,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000927,MeSH_PA,D013184,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",28754-68-9,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",ChemID+,exact,,,,,,,,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",,28754-68-9,exact,,,,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",D013184,28754-68-9,exact,,,,"5-Amino-3-((5-Nitro-2-Furyl)Vinyl)-1,2,4-Oxadiazole",C0995162,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,anti,,#VALUE!,Anti-Infective Agents,Anti-Infective Agents,Y,quasi syn therclass-to-disease,Infection,Infection,C0021311,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Anti-Infective Agents,Anti-Infective Agents,C0003204,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000928,MeSH_PA,D013184,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",28754-68-9,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",ChemID+,exact,,,,,,,,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",,28754-68-9,exact,,,,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",D013184,28754-68-9,exact,,,,"5-Amino-3-((5-Nitro-2-Furyl)Vinyl)-1,2,4-Oxadiazole",C0995162,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,anti,,#VALUE!,Antiparasitic Agents,Antiparasitic Agents,Y,quasi syn therclass-to-disease,Parasitic Diseases,Parasitic Diseases,C0030499,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Antiparasitic Agents,Antiparasitic Agents,C0003404,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000929,MeSH_PA,D013184,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",28754-68-9,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",ChemID+,exact,,,,,,,,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",,28754-68-9,exact,,,,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",D013184,28754-68-9,exact,,,,"5-Amino-3-((5-Nitro-2-Furyl)Vinyl)-1,2,4-Oxadiazole",C0995162,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,anti,,#VALUE!,Antiplatyhelmintic Agents,Antiplatyhelmintic Agents,Y,NT + quasi syn therclass-to-disease,Helminthiasis,Helminthiasis,C0018889,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Antiplatyhelmintic Agents,Antiplatyhelmintic Agents,C0003414,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000930,MeSH_PA,D013184,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",28754-68-9,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",ChemID+,exact,,,,,,,,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",,28754-68-9,exact,,,,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",D013184,28754-68-9,exact,,,,"5-Amino-3-((5-Nitro-2-Furyl)Vinyl)-1,2,4-Oxadiazole",C0995162,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,anti,,#VALUE!,Antiprotozoal Agents,Antiprotozoal Agents,Y,quasi syn therclass-to-disease,Protozoan Infections,Protozoan Infections,C0033740,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Antiprotozoal Agents,Antiprotozoal Agents,C0003416,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000931,MeSH_PA,D013184,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",28754-68-9,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",ChemID+,exact,,,,,,,,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",,28754-68-9,exact,,,,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",D013184,28754-68-9,exact,,,,"5-Amino-3-((5-Nitro-2-Furyl)Vinyl)-1,2,4-Oxadiazole",C0995162,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,cide,,#VALUE!,Schistosomicides,Schistosomicides,Y,quasi syn therclass-to-disease,Schistosomiasis,Schistosomiasis,C0036323,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Schistosomicides,Schistosomicides,C0036336,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000932,MeSH_PA,D013184,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",28754-68-9,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",ChemID+,exact,,,,,,,,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",,28754-68-9,exact,,,,"5-Amino-3-((5-nitro-2-furyl)vinyl)-1,2,4-oxadiazole",D013184,28754-68-9,exact,,,,"5-Amino-3-((5-Nitro-2-Furyl)Vinyl)-1,2,4-Oxadiazole",C0995162,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,cidal,,#VALUE!,Trypanocidal Agents,Trypanocidal Agents,Y,quasi syn therclass-to-disease,Trypanosomiasis,Trypanosomiasis,C0041227,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Trypanocidal Agents,Trypanocidal Agents,C0041214,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000933,ChEBI,,5-hydroxy-6-methoxy-2-methylchromone-7-O-rutinoside,,,,,5-hydroxy-6-methoxy-2-methylchromone-7-O-rutinoside,66370,,exact,,,,,,,,,,,5-hydroxy-6-methoxy-2-methylchromone-7-O-rutinoside,C550781,,exact,,,,5-Hydroxy-6-Methoxy-2-Methylchromone-7-O-Rutinoside,C2935310,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1.8_Carbohydrate,,,anti,,#VALUE!,antineoplastic agent,antineoplastic agent,Y,quasi syn therclass-to-disease,Malignant Neoplasms,Malignant Neoplasms,C0006826,P,Y,B2.2.1.2.1.2_Neoplastic Process,,,,exact 1,antineoplastic agent,Antineoplastic Agents,C0003392,S,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,
1_000934,MeSH_PA,C049740,alpha-pentyl-3-(2-quinolinylmethoxy)benzenemethanol,101910-24-1,alpha-Pentyl-3-(2-quinolinylmethoxy)benzenemethanol,ChemID+,exact,,,,,,,,alpha-Pentyl-3-(2-quinolinylmethoxy)benzenemethanol,,101910-24-1,exact,,,,alpha-pentyl-3-(2-quinolinylmethoxy)benzenemethanol,C049740,101910-24-1,exact,,,,Alpha-Pentyl-3-(2-Quinolinylmethoxy)Benzenemethanol,C0102733,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,Analgesics,Analgesics,Y,quasi syn therclass-to-disease,Pain,Pain,C0030193,P,Y,A2.2.2_Sign or Symptom,,,,exact (CUI-based),Analgesics,Analgesics,C0002771,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000935,MeSH_PA,C049740,alpha-pentyl-3-(2-quinolinylmethoxy)benzenemethanol,101910-24-1,alpha-Pentyl-3-(2-quinolinylmethoxy)benzenemethanol,ChemID+,exact,,,,,,,,alpha-Pentyl-3-(2-quinolinylmethoxy)benzenemethanol,,101910-24-1,exact,,,,alpha-pentyl-3-(2-quinolinylmethoxy)benzenemethanol,C049740,101910-24-1,exact,,,,Alpha-Pentyl-3-(2-Quinolinylmethoxy)Benzenemethanol,C0102733,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,,,#VALUE!,"Analgesics, Non-Narcotic","Analgesics, Non-Narcotic",Y,quasi syn therclass-to-disease,Pain,Pain,C0030193,P,Y,A2.2.2_Sign or Symptom,,,,exact (CUI-based),"Analgesics, Non-Narcotic","Analgesics, Non-Narcotic",C0242937,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000936,MeSH_PA,C049740,alpha-pentyl-3-(2-quinolinylmethoxy)benzenemethanol,101910-24-1,alpha-Pentyl-3-(2-quinolinylmethoxy)benzenemethanol,ChemID+,exact,,,,,,,,alpha-Pentyl-3-(2-quinolinylmethoxy)benzenemethanol,,101910-24-1,exact,,,,alpha-pentyl-3-(2-quinolinylmethoxy)benzenemethanol,C049740,101910-24-1,exact,,,,Alpha-Pentyl-3-(2-Quinolinylmethoxy)Benzenemethanol,C0102733,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,anti,,#VALUE!,Anti-Inflammatory Agents,Anti-Inflammatory Agents,Y,quasi syn therclass-to-disease,Inflammation,Inflammation,C0021368,P,Y,B2.2.1.2_Pathologic Function,,,,exact (CUI-based),Anti-Inflammatory Agents,Anti-Inflammatory Agents,C0003209,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000937,MeSH_PA,C049740,alpha-pentyl-3-(2-quinolinylmethoxy)benzenemethanol,101910-24-1,alpha-Pentyl-3-(2-quinolinylmethoxy)benzenemethanol,ChemID+,exact,,,,,,,,alpha-Pentyl-3-(2-quinolinylmethoxy)benzenemethanol,,101910-24-1,exact,,,,alpha-pentyl-3-(2-quinolinylmethoxy)benzenemethanol,C049740,101910-24-1,exact,,,,Alpha-Pentyl-3-(2-Quinolinylmethoxy)Benzenemethanol,C0102733,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,anti,,#VALUE!,"Anti-Inflammatory Agents, Non-Steroidal","Anti-Inflammatory Agents, Non-Steroidal",Y,quasi syn therclass-to-disease,Inflammation,Inflammation,C0021368,P,Y,B2.2.1.2_Pathologic Function,,,,exact (CUI-based),"Anti-Inflammatory Agents, Non-Steroidal","Anti-Inflammatory Agents, Non-Steroidal",C0003211,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000938,MeSH_PA,C049740,alpha-pentyl-3-(2-quinolinylmethoxy)benzenemethanol,101910-24-1,alpha-Pentyl-3-(2-quinolinylmethoxy)benzenemethanol,ChemID+,exact,,,,,,,,alpha-Pentyl-3-(2-quinolinylmethoxy)benzenemethanol,,101910-24-1,exact,,,,alpha-pentyl-3-(2-quinolinylmethoxy)benzenemethanol,C049740,101910-24-1,exact,,,,Alpha-Pentyl-3-(2-Quinolinylmethoxy)Benzenemethanol,C0102733,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,anti,,#VALUE!,Antioxidants,Antioxidants,Y,quasi syn therclass-to-disease,Free Radical Oxidation Of Tissue,Free Radical Oxidation Of Tissue,C0599059,P,Y,B2.2.1.2.2_Cell or Molecular Dysfunction,,,,exact (CUI-based),Antioxidants,Antioxidants,C0003402,P,A1.4.1.1.1_Pharmacologic Substance,,,
1_000939,MeSH_PA,C049740,alpha-pentyl-3-(2-quinolinylmethoxy)benzenemethanol,101910-24-1,alpha-Pentyl-3-(2-quinolinylmethoxy)benzenemethanol,ChemID+,exact,,,,,,,,alpha-Pentyl-3-(2-quinolinylmethoxy)benzenemethanol,,101910-24-1,exact,,,,alpha-pentyl-3-(2-quinolinylmethoxy)benzenemethanol,C049740,101910-24-1,exact,,,,Alpha-Pentyl-3-(2-Quinolinylmethoxy)Benzenemethanol,C0102733,exact,,,,A1.4.1.1.1_Pharmacologic Substance,A1.4.1.2.1_Organic Chemical,,,anti,,#VALUE!,Antirheumatic Agents,Antirheumatic Agents,Y,quasi syn therclass-to-disease,Rheumatism,Rheumatism,C0035435,P,Y,B2.2.1.2.1_Disease or Syndrome,,,,exact (CUI-based),Antirheumatic Agents,Antirheumatic Agents,C0003191,P,A1.4.1.1.1_Pharmacologic Substance,,,
