interactions_url,Generic name,Drug class,availability,score,reviews,description,side_effects,drug name,Dosage form
"/drug-interactions/orphenadrine,norflex-index.html",['orphenadrine'],['Skeletal muscle relaxants'],Discontinued,67.9,31,Norflex is a muscle relaxer.,"['\na light\n', '\npainful difficult urination\n', '\nlittle no urination\n', '\nconfusion, anxiety, agitation, tremors, hallucinations\n', '\npounding heartbeats fluttering in your chest\n']",Norflex,
/drug-interactions/nortriptyline-index.html,nortriptyline,['Tricyclic antidepressants'],Prescription only,73.2,506,Nortriptyline is a tricyclic antidepressant. It affects chemicals in the brain that may be unbalanced in people with depression.,"['\nblurred vision, tunnel vision, eye pain swelling, seeing halos around lights\n', '\nrestless muscle movements in your eyes, tongue, jaw, neck\n', '\na light\n', '\nseizure (convulsions)\n', '\nnew worsening chest pain, pounding heartbeats fluttering in your chest\n', '\nsudden numbness weakness, problems with vision, speech, balance\n', '\nfever, sore throat, easy bruising, unusual bleeding\n', '\npainful difficult urination\n', '\njaundice (yellowing of the skin eyes)\n']",Nortriptyline,
"/drug-interactions/amlodipine,norvasc-index.html",['amlodipine'],['Calcium channel blocking agents'],Prescription only,45.0,104,Norvasc is a calcium channel blocker that dilates (widens) blood vessels and improves blood flow.,"['\npounding heartbeats fluttering in your chest\n', '\nworsening chest pain\n', '\nswelling in your feet ankles\n', '\nsevere drowsiness\n', '\na light\n']",Norvasc,
"/drug-interactions/istradefylline,nourianz-index.html",['istradefylline'],['Miscellaneous antiparkinson agents'],Prescription only,80.0,1,Nourianz is is an adenosine receptor antagonist. Adenosine receptors are involved with the regulation of motor (muscle) behaviour.,"['\nuncontrolled involuntary muscle movements\n', '\nunusual thoughts behavior\n', '\nconfusion, hallucinations\n', '\nrisk\n']",Nourianz,
"/drug-interactions/insulin-aspart,novolog-index.html",['insulin aspart'],['Insulin'],Prescription only,53.5,23,"NovoLog is a fast-acting insulin that starts to work about 15 minutes after injection, peaks in about 1 hour, and keeps working for 2 to 4 hours. Insulin is a hormone that works by lowering levels of glucose (sugar) in the blood.","['\nheart problems \n', '\nlow potassium \n']",NovoLog,
"/drug-interactions/thyroid-desiccated,np-thyroid-index.html",['thyroid desiccated'],['Thyroid drugs'],Prescription only,33.8,225,Desiccated (dried) thyroid is a combination of hormones that are normally produced by your thyroid gland to regulate the body's energy and metabolism. Desiccated thyroid is given when the thyroid does not produce enough of this hormone on its own.,"['\nbirth control pills hormone replacement therapy\n', '\na blood thinner such as warfarin, Coumadin, Jantoven\n', '\ninsulin diabetes medication you take by mouth\n', '\nmedications that contain iodine (such as I\n', '\nsalicylates such as aspirin, Nuprin Backache Caplet, Kaopectate, KneeRelief, Pamprin Cramp Formula, Pepto\n', '\nsteroids such as prednisone and others\n']",NP Thyroid,
"/drug-interactions/darolutamide,nubeqa-index.html",['darolutamide'],,Prescription only,,,Nubeqa a prescription medicine used to treat prostate cancer that has not spread to other parts of your body.,"['\nsevere ongoing nausea diarrhea\n', '\npainful difficult urination\n', '\nblood in your urine\n', '\nsevere headache, blurred vision, pounding in your neck ears\n', '\nslow heart rate, weak pulse, fainting, slow breathing (breathing may stop)\n', '\nsigns of a blood clot in the lung \n', '\nsigns of a lung infection \n']",Nubeqa,
"/drug-interactions/tapentadol,nucynta-index.html",['tapentadol'],Opioids,Prescription only,61.4,269,Nucynta is an opioid pain medication. An opioid is sometimes called a narcotic.,"['\nnoisy breathing, sighing, shallow breathing, breathing that stops\n', '\na light\n', '\nagitation, feeling hot\n', '\nsevere drowsiness dizziness, confusion, problems with speech balance\n', '\na seizure\n', '\nserotonin syndrome \n', '\nlow cortisol levels \n']",Nucynta,
"/drug-interactions/rimegepant,nurtec-odt-index.html",['rimegepant'],['CGRP inhibitors'],Prescription only,51.2,182,"Nurtec ODT (rimegepant) is a prescription medicine used by adults to treat migraines (with or without aura) when they occur and also to prevent episodic migraines. Nurtec works to reduce migraine symptoms of headache, nausea, vomiting, light sensitivity and sound sensitivity, by blocking CGRP receptors. This medicine may reduce the number of monthly migraine days when taken to prevent episodic migraines.",['nausea'],Nurtec ODT,orally disintegrating tablets
"/drug-interactions/ocrelizumab,ocrevus-index.html",['ocrelizumab'],['CD20 monoclonal antibodies'],Prescription only,43.9,137,Ocrevus is a monoclonal antibody that affects the actions of the body's immune system. Monoclonal antibodies are made to target and destroy only certain cells in the body. This may help to protect healthy cells from damage.,"['\nfast heart beats, tiredness\n', '\nheadache, nausea, dizziness\n', '\nitchy skin, rash, hives\n', '\nfever, chills, cough\n', '\nthroat pain irritation\n', '\nwheezing, breathing problem, feeling short of breath\n', '\nflushing (sudden warmth, redness, tingly feeling)\n', '\nskin sores, blisters, pus, oozing\n', '\ncold sores fever blisters on around your lips\n', '\nnerve pain (tingling, burning pain, ""pins and needles"" feeling)\n', '\nmood behavior changes, confusion, memory problems\n', '\nweakness on one side of your body\n', '\nproblems with vision, speech, muscle movement\n']",Ocrevus,
/drug-interactions/octreotide-index.html,,,Prescription only,76.2,17,Octreotide is used for the long-term treatment of acromegaly (a growth hormone disorder) in patients who have been previously treated with octreotide or lanreotide. Octreotide works by reducing the amount of growth hormone that the body produces.,"['Bladder pain', 'bloody cloudy urine', 'blurred vision', 'chest tightness', 'chills', 'cough', 'diarrhea', 'difficult, burning, painful urination', 'dry mouth', 'fever', 'flushed, dry skin', 'frequent urge to urinate', 'fruit', 'gaseous stomach pain', 'general feeling of discomfort illness', 'headache', 'increased hunger', 'increased thirst', 'increased urination', 'joint pain', 'loss of appetite', 'lower back side pain', 'muscle aches pains', 'nausea', 'pain tenderness around the eyes and cheekbones', 'recurrent fever', 'shivering', 'sore throat', 'stomach pain fullness', 'stuffy runny nose', 'sweating', 'swelling of the hands, ankles, feet, lower legs', 'trouble breathing', 'trouble sleeping', 'unexplained weight loss', 'unusual tiredness weakness', 'vomiting', 'yellow eyes skin']",Octreotide,
"/drug-interactions/nintedanib,ofev-index.html",['nintedanib'],['Multikinase inhibitors'],Prescription only,85.0,5,"Ofev is used in people with diseases that cause scar tissue (fibrosis) to form deep within the lungs. The scar tissue thickens and becomes stiff over time, which can make it harder for your lungs to work. Decreased lung function can make it hard for you to breathe. Other medical problems can occur when your brain, heart, and other organs do not get enough oxygen.","['\nsevere ongoing nausea, vomiting, diarrhea\n', '\nsevere stomach pain, bloating, tenderness\n', '\nbleeding from your rectum blood in your stools\n', '\neasy bruising bleeding, any wound that will not heal\n', '\nfever, chills, cough with mucus, chest pain, feeling short of breath\n', '\nheart attack symptoms \n', '\nliver problems \n', '\nsigns of a stroke \n']",Ofev,
/drug-interactions/ofloxacin-index.html,ofloxacin,['Quinolones'],Prescription only,47.5,12,Ofloxacin is a fluoroquinolone (flor-o-KWIN-o-lone) antibiotic that fights bacteria in the body.,"['\nlow blood sugar\n', '\nnerve symptoms in your hands, arms, legs, feet\n', '\nserious mood behavior changes\n', '\nsigns of tendon rupture\n']",Ofloxacin,oral tablet
/drug-interactions/olanzapine-index.html,olanzapine,['Atypical antipsychotics'],Prescription only,58.0,935,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",Olanzapine,
/drug-interactions/olaparib-index.html,olaparib,['PARP inhibitors'],Prescription only,72.5,14,"Olaparib is used to treat cancers of the breast, ovary, fallopian tube, pancreas, prostate, or peritoneum (the membrane that lines the inside of your abdomen and covers some of your internal organs).","['\nfever, chills, weakness, feeling light\n', '\nmouth sores, skin sores\n', '\neasy bruising, unusual bleeding\n', '\npain burning when you urinate, blood in your urine stools\n', '\npale skin, cold hands and feet\n', '\nweight loss\n', '\ncough, wheezing, shortness of breath\n']",Olaparib,oral tablet
/drug-interactions/olmesartan-index.html,olmesartan,['Angiotensin receptor blockers'],Prescription only,64.7,180,Olmesartan is an angiotensin II receptor blocker (sometimes called an ARB).,"['\na light\n', '\nlittle no urination\n', '\nsevere diarrhea and weight loss\n', '\nhigh potassium level\n']",Olmesartan,oral tablet
"/drug-interactions/clobetasol-topical,olux-index.html",['clobetasol topical'],['Topical steroids'],Prescription only,92.5,12,Clobetasol is a highly potent steroid that helps reduce inflammation in the body.,"['\nworsening of your skin condition\n', '\nredness, warmth, swelling, oozing, severe irritation of any treated skin\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nhigh blood sugar\n', '\npossible signs of absorbing this medicine through your skin\n']",Olux,
/drug-interactions/omeprazole-index.html,omeprazole,['Proton pump inhibitors'],Rx and/or OTC,46.1,439,"Omeprazole is used to treat excess stomach acid in conditions such as non cancerous stomach ulcers, gastroesophageal reflux disease (GERD), active duodenal ulcer, Zollinger-Ellison syndrome and erosive esophagitis. Omeprazole works by blocking gastric acid production and is from the group of medicines called proton pump inhibitors.","['\nsevere stomach pain, diarrhea that is watery bloody\n', '\nnew unusual pain in your wrist, thigh, hip, back\n', '\nseizure (convulsions)\n', '\nkidney problems \n', '\nlow magnesium \n', '\nnew worsening symptoms of lupus \n']",Omeprazole,
"/drug-interactions/cefdinir,omnicef-index.html",['cefdinir'],['Third generation cephalosporins'],Discontinued,57.1,49,Omnicef belongs to a group of drugs called cephalosporin (SEF a low spor in) antibiotics. Cefdinir works by fighting bacteria in your body.,"['\nsevere stomach pain, diarrhea that is watery bloody (even if it occurs months after your last dose)\n', '\nfever, chills, body aches, flu symptoms\n', '\npale skin, easy bruising, unusual bleeding\n', '\nseizure (convulsions)\n', '\nfever, weakness, confusion\n', '\ndark colored urine, jaundice (yellowing of the skin eyes)\n', '\nkidney problems \n']",Omnicef,
/drug-interactions/ondansetron-index.html,ondansetron,['5HT3 receptor antagonists'],Prescription only,77.0,450,Ondansetron blocks the actions of chemicals in the body that can trigger nausea and vomiting.,"['\nsevere constipation, stomach pain, bloating\n', '\nheadache with chest pain and severe dizziness, fainting, fast pounding heartbeats\n', '\nfast pounding heartbeats\n', '\njaundice (yellowing of the skin eyes)\n', '\nblurred vision temporary vision loss (lasting from only a few minutes to several hours)\n', '\nhigh levels of serotonin in the body\n']",Ondansetron,
"/drug-interactions/clobazam,onfi-index.html",['clobazam'],['Benzodiazepine anticonvulsants'],Prescription only,58.2,11,Onfi is a benzodiazepine (ben-zoe-dye-AZE-eh-peen). It is thought that clobazam works by enhancing the activity of certain neurotransmitters in the brain.,"['\nweak shallow breathing\n', '\nsevere drowsiness, feeling like you might pass out\n', '\nproblems with balance muscle movement\n']",Onfi,
"/drug-interactions/opicapone,ongentys-index.html",['opicapone'],['Dopaminergic antiparkinsonism agents'],Prescription only,,,"Ongentys is a prescription medicine that inhibits the enzyme catechol-O-methyltransferase (COMT). COMT is involved in the degradation of certian neurotransmitters such as dopamine, epinephrine, and norepinephrine.","['\na light\n', '\nconfusion, hallucinations (hearing seeing something that is not there)\n', '\naggression, agitation, unusual thoughts behavior\n', '\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\nworsening tremors, stiffness, muscle spasms\n']",Ongentys,
"/drug-interactions/saxagliptin,onglyza-index.html",['saxagliptin'],['Dipeptidyl peptidase 4 inhibitors'],Prescription only,59.3,15,Onglyza is an oral diabetes medicine that helps control blood sugar levels. It works by regulating the levels of insulin your body produces after eating.,"['\nsevere ongoing pain in your joints\n', '\npain burning when you urinate\n', '\nheart problems \n']",Onglyza,
"/drug-interactions/azacitidine,onureg-index.html",['azacitidine'],['Miscellaneous antineoplastics'],Prescription only,,,Onureg is a prescription medicine used for continued treatment of adults with acute myeloid leukemia (AML) who:,"['\nsevere ongoing nausea, vomiting, diarrhea\n', '\nredness, swelling, warmth, oozing, other signs of skin infection\n', '\nlow blood cell counts\n', '\nsigns of a lung infection\n', '\nkidney problems\n', '\nliver problems\n', '\nlow potassium level\n', '\nsigns of tumor cell breakdown\n']",Onureg,
"/drug-interactions/abatacept,orencia-index.html",['abatacept'],,Prescription only,61.1,57,"Orencia is a protein that prevents your body's immune system from attacking healthy tissues such as joints. The immune system helps your body fight infections. In people with autoimmune disorders, the immune system mistakes the body's own cells for invaders and attacks them.","['\nfever, chills, night sweats, flu symptoms, weight loss\n', '\nfeeling very tired\n', '\ndry cough, sore throat\n', '\nwarmth, pain, redness of your skin\n']",Orencia,
"/drug-interactions/relugolix,orgovyx-index.html",['relugolix'],Gonadotropin-releasing hormone antagonists,Prescription only,43.3,3,Orgovyx is a GnRH receptor antagonist that blocks the pituitary gland from making certain hormones.,"['\nfast pounding heartbeats, fluttering in your chest, shortness of breath, and sudden dizziness (like you might pass out)\n', '\nchest pain pressure\n', '\nsudden numbness weakness on one side of the body\n', '\nlittle no urination, pain burning when you urinate\n', '\nbreast pain swelling\n', '\ndepressed mood\n', '\nunusual bleeding\n']",Orgovyx,
"/drug-interactions/berotralstat,orladeyo-index.html",['berotralstat'],['Hereditary angioedema agents'],Prescription only,70.0,2,Orladeyo is used to prevent attacks of hereditary angioedema (HAE) in adults and children at least 12 years old.,"['\nstomach pain, heartburn, vomiting\n', '\ndiarrhea\n', '\nback pain\n']",Orladeyo,
/drug-interactions/orlistat-index.html,orlistat,['Peripherally acting antiobesity agents'],Rx and/or OTC,73.4,361,"Orlistat blocks some of the fat that you eat, keeping it from being absorbed by your body.","['\nsevere stomach pain\n', '\nsevere pain in your lower back\n', '\nblood in your urine, painful difficult urination\n', '\nsigns of kidney problems including little no urinating swelling in your feet ankles feeling tired short of breath\n', '\nsigns of liver problems including nausea, upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay\n']",Orlistat,
"/drug-interactions/ethinyl-estradiol-norgestimate,ortho-tri-cyclen-index.html",['Fmay af'],['Contraceptives'],Discontinued,57.2,262,Ortho Tri-Cyclen is a combination birth control pill containing the female hormones ethinyl estradiol and norgestimate. These hormones prevent ovulation (the release of an egg from an ovary).,"['\nsigns of a stroke \n', '\nsigns of a blood clot \n', '\nheart attack symptoms \n', '\nliver problems \n', '\nsevere headache, pounding in your neck ears\n', '\nswelling in your hands, ankles, feet\n', '\nchanges in the pattern severity of migraine headaches\n', '\na breast lump\n', '\nsymptoms of depression \n']",Ortho Tri-Cyclen,
"/drug-interactions/apremilast,otezla-index.html",['apremilast'],['Antirheumatics'],Prescription only,50.6,404,"Otezla (apremilast) is a tablet taken twice a day that is used to lower inflammation in the treatment of specific types of psoriatic arthritis, plaque psoriasis and Behçet's disease. ","['severe diarrhea, nausea, and vomiting', 'unexplained weight loss, if you lose a lot of weight', 'mood changes, new worsening depression', 'thoughts of suicide hurting yourself']",Otezla,tablet
/drug-interactions/oxaliplatin-index.html,oxaliplatin,['Alkylating agents'],Prescription only,40.0,4,Oxaliplatin is a cytotoxic chemotherapy drug used to treat cancer. It is a type of platinum drug and an alkylating agent.,"['See “Important information” above', 'Nerve problems Oxaliplatin can affect how your nerves work and make you feel Nerve problems may happen with the first treatment within two days after your treatment of oxaliplatin Nerve problems may last a short time (acute) may become persistent Symptoms may improve after stopping treatment with oxaliplatin Exposure to cold cold objects may cause worsen nerve problems Tell your doctor right away if you get any signs of nerve problems, including:\n\nvery sensitive to cold temperatures and cold objects\ntrouble breathing, swallowing, saying words, jaw tightness, odd feelings in your tongue, chest pressure\npain, tingling, burning (pins and needles, numb feeling) in your hands, feet, around your mouth throat, which may cause problems walking, fall, performing activities of daily living\n\nFor information on ways to lessen help with the nerve problems, see the end of this leaflet, “How can I reduce the side effects caused by cold temperatures?”\n\n', 'very sensitive to cold temperatures and cold objects', 'trouble breathing, swallowing, saying words, jaw tightness, odd feelings in your tongue, chest pressure', 'pain, tingling, burning (pins and needles, numb feeling) in your hands, feet, around your mouth throat, which may cause problems walking, fall, performing activities of daily living\n\nFor information on ways to lessen help with the nerve problems, see the end of this leaflet, “How can I reduce the side effects caused by cold temperatures?”', 'Posterior Reversible Encephalopathy Syndrome (PRES) PRES is a rare condition that affects the brain Tell your doctor right away if you have any of the following signs and symptoms of PRES:\n\nheadache\nconfusion a change in the way you think\nseizures\nvision problems, such as blurriness vision loss\n\n', 'headache', 'confusion a change in the way you think', 'seizures', 'vision problems, such as blurriness vision loss', 'Low blood cell counts (myelosuppression) Oxaliplatin when used with fluorouracil and leucovorin can cause low blood cells counts Low blood cell counts are common with oxaliplatin when used with fluorouracil and leucovorin and can lead to serious infection and death Tell your doctor right away if you have a fever greater than 1009°F (383°C) a prolonged fever greater than 1004°F (38°C) for more than one hour (febrile neutropenia) Call your doctor right away if you get any of the following signs of infection:\n\nchills shivering\nburning pain on urination\npain on swallowing\nredness swelling at intravenous site\nsore throat\npersistent diarrhea\ncough that brings up mucus\n\n', 'chills shivering', 'burning pain on urination', 'pain on swallowing', 'redness swelling at intravenous site', 'sore throat', 'persistent diarrhea', 'cough that brings up mucus', 'Risk of new cancers Leukemia, a form of blood cancer, has been reported in patients after taking oxaliplatin in combination with certain other medicines Talk to your doctor about the potential for increased risk of this type of cancer when taking oxaliplatin and certain other medicines', 'Lung problems Oxaliplatin can cause lung problems that may lead to death Tell your doctor right away if you get any of the following symptoms as these may be indicators of a serious lung disease:\n\nshortness of breath\ncough\nwheezing\n\n', 'shortness of breath', 'cough', 'wheezing', 'Liver problems (hepatotoxicity)Your doctor will do blood tests to check your liver when you start receiving oxaliplatin, and before each treatment course as needed', 'Heart problems Oxaliplatin can cause heart problems that have led to death Your doctor may do blood and heart tests during treatment with oxaliplatin if you have certain heart problems If you faint (lose consciousness) have an irregular heartbeat chest pain during treatment with oxaliplatin, get medical help right away as this may be a sign of a serious heart condition', 'Muscle problems Oxaliplatin can cause muscle damage (rhabdomyolysis) which can lead to death Tell your doctor right away if you have muscle pain and swelling, along with weakness, fever, red', 'Harm to an unborn baby See “Pregnancy and breastfeeding"" below', 'Bleeding problems (hemorrhage) Oxaliplatin when used with fluorouracil and leucovorin can cause bleeding problems (hemorrhage) that can lead to death Your risk of bleeding may increase if you are also taking a blood thinner medicine Tell your healthcare provider if you have any signs symptoms of bleeding, including:\n\nblood in your stools black stools (looks like tar)\npink brown urine\nunexpected bleeding, bleeding that is severe you cannot control\nvomit blood vomit that looks like coffee grounds\ncough up blood blood clots\nincreased bruising\ndizziness\nweakness\nconfusion\nchanges in speech\nheadache that lasts a long time\n\n', 'blood in your stools black stools (looks like tar)', 'pink brown urine', 'unexpected bleeding, bleeding that is severe you cannot control', 'vomit blood vomit that looks like coffee grounds', 'cough up blood blood clots', 'increased bruising', 'dizziness', 'weakness', 'confusion', 'changes in speech', 'headache that lasts a long time']",Oxaliplatin,intravenous
/drug-interactions/oxandrolone-index.html,oxandrolone,['Androgens and anabolic steroids'],Prescription only,90.0,2,"Oxandrolone is a man-made steroid, similar to the naturally occurring steroid testosterone. Oxandrolone is an ""anabolic"" steroid that promotes the growth of muscle tissue.","['\nnew worsening acne\n', '\nshortness of breath (even with mild exertion), swelling in your ankles feet, rapid weight gain\n', '\nincreased ongoing erection of the penis\n', '\nunusual penis growth before puberty\n', '\nimpotence, ejaculation problems, decreased amounts of semen, decrease in testicle size\n', '\npainful difficult urination\n', '\nliver problems\n', '\nhigh levels of calcium in your blood\n']",Oxandrolone,oral tablet
/drug-interactions/oxazepam-index.html,oxazepam,['Benzodiazepines'],Prescription only,81.0,76,Oxazepam is a benzodiazepine (ben-zoe-dye-AZE-eh-peen) that is used to treat anxiety disorders.,"['\nsevere drowsiness\n', '\na light\n', '\nunusual changes in mood behavior\n', '\nconfusion, anger, paranoia, problems with memory concentration\n', '\ntremors, slurred speech, problems with balance muscle movement\n', '\na seizure\n', '\ntrouble breathing\n', '\nupper stomach pain, dark urine, jaundice (yellowing of the skin eyes)\n']",Oxazepam,oral capsule
/drug-interactions/oxcarbazepine-index.html,oxcarbazepine,['Dibenzazepine anticonvulsants'],Prescription only,76.8,320,Oxcarbazepine is an anticonvulsant. It works by decreasing nerve impulses that cause seizures and pain.,"['\ndizziness, drowsiness, tiredness\n', '\nbalance coordination problems\n', '\nnausea, vomiting\n', '\ntremors shaking\n', '\ndouble vision\n', '\nrash\n']",Oxcarbazepine,
"/drug-interactions/oxcarbazepine,oxtellar-xr-index.html",['oxcarbazepine'],['Dibenzazepine anticonvulsants'],Prescription only,92.5,1,"Oxtellar XR (oxcarbazepine) is a once-a-day anticonvulsant drug used to treat partial-onset seizures in people with epilepsy. Oxtellar XR is an extended-release tablet, which means it slowly releases the drug steadily over the course of the day.","['dizziness', 'sleepiness', 'headache', 'balance problems', 'tremors', 'vomiting', 'double vision', 'weakness lack of energy (asthenia)']",Oxtella XR,oral extended-release tablet
/drug-interactions/oxybutynin-index.html,oxybutynin,['Urinary antispasmodics'],Rx and/or OTC,66.5,415,Oxybutynin reduces muscle spasms of the bladder and urinary tract.,"['\nsevere stomach pain constipation\n', '\nblurred vision, tunnel vision, eye pain, seeing halos around lights\n', '\nlittle no urination\n', '\npainful difficult urination\n', '\ndehydration \n']",Oxybutynin,
/drug-interactions/acetaminophen-oxycodone-index.html,,,Prescription only,69.9,835,Oxycodone and acetaminophen combination is used to relieve pain severe enough to require opioid treatment and when other pain medicines did not work well enough or cannot be tolerated.,"['Black, tarry stools', 'chills', 'dark urine', 'dizziness', 'fever', 'headache', 'itching, skin rash', 'light', 'loss of appetite', 'nausea', 'stomach pain', 'unpleasant breath odor', 'unusual tiredness weakness', 'vomiting of blood', 'yellow eyes skin']",Oxycodone and acetaminophen,
"/drug-interactions/oxycodone,oxycontin-index.html",['oxycodone'],Opioids,Prescription only,85.6,285,OxyContin is an opioid pain medication sometimes called a narcotic.,"['\nnoisy breathing, sighing, shallow breathing, breathing that stops during sleep\n', '\na slow heart rate weak pulse\n', '\na light\n', '\nconfusion, unusual thoughts behavior\n', '\nseizure (convulsions)\n', '\nlow cortisol levels \n', '\nhigh levels of serotonin in the body \n']",Oxycontin,
/drug-interactions/oxytocin-index.html,oxytocin,['Uterotonic agents'],Prescription only,42.5,11,"Oxytocin is a hormone that is used to induce labor or strengthen uterine contractions, or to control bleeding after childbirth.","['\na fast, slow, uneven heart rate\n', '\nexcessive bleeding long after childbirth\n', '\nsevere headache, blurred vision, pounding in your neck ears\n', '\nconfusion, severe weakness, feeling unsteady\n']",Oxytocin,
/drug-interactions/ozanimod-index.html,ozanimod,['Selective immunosuppressants'],Prescription only,86.7,4,"Ozanimod is used to treat relapsing forms of multiple sclerosis in adults (including clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease).","['\nslow heartbeats, chest pain, shortness of breath, feel like your heart is skipping beats\n', '\na light\n', '\ncough, new worsening shortness of breath\n', '\nsudden confusion, severe headache, vision loss, a seizure\n', '\npounding in your neck ears\n', '\nliver problems \n', '\nchanges in vision \n', '\nsymptoms of infection \n']",Ozanimod,oral capsule
"/drug-interactions/semaglutide,ozempic-index.html",['semaglutide injection'],['Incretin mimetics'],Prescription only,58.4,700,"Ozempic is similar to a hormone that occurs naturally in the body and helps control blood sugar, insulin levels, and digestion.","['\nvision changes\n', '\nunusual mood changes, thoughts about hurting yourself\n', '\npounding heartbeats fluttering in your chest\n', '\na light\n', '\nsigns of a thyroid tumor \n', '\nsymptoms of pancreatitis \n', '\ngallbladder problems \n', '\nlow blood sugar \n', '\nkidney problems \n', '\nstomach flu symptoms \n']",Ozempic,
/drug-interactions/pantoprazole-index.html,pantoprazole,['Proton pump inhibitors'],Prescription only,48.6,397,Pantoprazole is a proton pump inhibitor that decreases the amount of acid produced in the stomach.,"['\nsevere stomach pain, diarrhea that is watery bloody\n', '\nsudden pain trouble moving your hip, wrist, back\n', '\nbruising swelling where intravenous pantoprazole was injected\n', '\nkidney problems \n', '\nlow magnesium \n', '\nnew worsening symptoms of lupus \n']",Pantoprazole,
/drug-interactions/paroxetine-index.html,paroxetine,['Selective serotonin reuptake inhibitors'],Prescription only,70.8,1,"Paroxetine is an antidepressant that belongs to group of drugs called selective serotonin reuptake inhibitors (SSRIs). Paroxetine affects chemicals in the brain that may be unbalanced in people with depression, anxiety, or other disorders.","['\nracing thoughts, decreased need for sleep, unusual risk\n', '\nblurred vision, tunnel vision, eye pain swelling, seeing halos around lights\n', '\nunusual bone pain tenderness, swelling bruising\n', '\nchanges in weight appetite\n', '\neasy bruising, unusual bleeding (nose, mouth, vagina, rectum), coughing up blood\n', '\nsevere nervous system reaction \n', '\nlow levels of sodium in the body \n']",Paroxetine,
"/drug-interactions/paroxetine,paxil-index.html",['paroxetine'],['Selective serotonin reuptake inhibitors'],Prescription only,70.0,908,"Paxil is an antidepressant that belongs to group of drugs called selective serotonin reuptake inhibitors (SSRIs). Paroxetine affects chemicals in the brain that may be unbalanced in people with depression, anxiety, or other disorders.","['\nracing thoughts, decreased need for sleep, unusual risk\n', '\nblurred vision, tunnel vision, eye pain swelling, seeing halos around lights\n', '\nunusual bone pain tenderness, swelling bruising\n', '\nchanges in weight appetite\n', '\neasy bruising, unusual bleeding (nose, mouth, vagina, rectum), coughing up blood\n', '\nsevere nervous system reaction \n', '\nlow levels of sodium in the body \n']",Paxil,
"/drug-interactions/nirmatrelvir-ritonavir,paxlovid-index.html",['nirmatrelvir and ritonavir'],['Antiviral combinations'],Prescription only,68.6,257,"Paxlovid (nirmatrelvir tablets co-packaged with ritonavir tablets) has a Emergency Use Authorisation (EUA) from the FDA to treat mild-to-moderate COVID-19 in adults and children who have had a positive SARS-CoV-2 viral test and are at high risk for progression to severe COVID-19, including hospitalization or death.  Patients must be 12 years of age and older weighing at least 88 pounds (40 kg). ","['Liver Problems Tell your healthcare provider right away if you have any of these signs and symptoms of liver problems: loss of appetite, yellowing of your skin and the whites of eyes (jaundice), dark', 'Resistance to HIV Medicines If you have untreated HIV infection, Paxlovid may lead to some HIV medicines not working as well in the future']",Paxlovid,"tablets, co-packaged for oral use"
"/drug-interactions/mesalamine,pentasa-index.html",['mesalamine'],5-aminosalicylates,Prescription only,76.7,76,"Pentasa affects a substance in the body that causes inflammation, tissue damage, and diarrhea.","['\nsevere stomach pain, stomach cramping, bloody diarrhea\n', '\nfever, headache, general ill feeling\n', '\nrash, itching, eye redness\n', '\nbloody tarry stools, coughing up blood vomit that looks like coffee grounds\n', '\nlow white blood cell counts \n', '\nsigns of a kidney stone \n', '\nkidney problems \n', '\nliver problems \n']",Pentasa,
"/drug-interactions/famotidine,pepcid-index.html",['famotidine'],['H2 antagonists'],Prescription only,65.6,6,Pepcid is a histamine-2 blocker that works by decreasing the amount of acid the stomach produces.,"['\nconfusion, hallucinations, agitation, lack of energy\n', '\na seizure\n', '\nfast pounding heartbeats, sudden dizziness (like you might pass out)\n', '\nunexplained muscle pain, tenderness, weakness especially if you also have fever, unusual tiredness, and dark colored urine\n']",Pepcid,
"/drug-interactions/acetaminophen-oxycodone,percocet-index.html",['acetaminophen and oxycodone'],['Narcotic analgesic combinations'],Prescription only,86.3,228,Percocet contains a combination of acetaminophen and oxycodone. Oxycodone is an opioid pain medication. An opioid is sometimes called a narcotic. Acetaminophen is a less potent pain reliever that increases the effects of oxycodone.,"['\nnoisy breathing, sighing, shallow breathing, breathing that stops during sleep\n', '\nslow heartbeat week pulse\n', '\ncold, clammy skin\n', '\na light\n', '\nweakness, tiredness, fever, unusual bruising bleeding\n', '\nconfusion, unusual thoughts behavior\n', '\nseizure (convulsions)\n', '\nproblems with urination\n', '\nsigns of liver problems including nausea, upper stomach pain, tiredness, loss of appetite, dark urine, clay\n', '\nnausea, vomiting, loss of appetite, dizziness, worsening tiredness weakness\n', '\nhigh levels of serotonin in the body \n']",Percocet,
