Drug class,drug_raw_name,treated_disease,description,side_effects,Dosage form,availability,score,reviews,drug_name
['Atypical antipsychotics'],olanzapine,Child Behavior Disorders,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Cocaine-Related Disorders,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Cognition Disorders,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Hereditary Coproporphyria,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Dementia,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Major Depressive Disorder,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Developmental Disabilities,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Adverse Reaction To Drug,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Frontotemporal Dementia,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Huntington Disease,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Hyperactive Behavior,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Mood Disorders,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Mucopolysaccharidosis Iii,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Nausea,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Nervous System Disorder,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Neurologic Manifestations,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Panic Disorder,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Schizophrenia,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Schizophrenia And Disorders With Psychotic Features,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Paranoid Schizophrenia,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Status Epilepticus,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Stereotypic Movement Disorder,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Post-Traumatic Stress Disorder,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,Vomiting,Olanzapine is an antipsychotic medication that is used to treat psychotic conditions such as schizophrenia and bipolar disorder (manic depression) in adults and children at least 13 years old.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts\n', '\nsigns of dehydration\n', '\nliver problems\n', '\nhigh blood sugar\n', '\nsevere nervous system reaction\n']",,Prescription only,58.0,935.0,Olanzapine
['Atypical antipsychotics'],olanzapine,"Alcoholic Intoxication, Chronic",Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Amphetamine-Related Disorders,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Anorexia Nervosa,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Autistic Disorder,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Borderline Personality Disorder,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Catatonia,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Child Behavior Disorders,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Cocaine-Related Disorders,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Cognition Disorders,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Hereditary Coproporphyria,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Dementia,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Major Depressive Disorder,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Developmental Disabilities,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Adverse Reaction To Drug,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Frontotemporal Dementia,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Huntington Disease,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Hyperactive Behavior,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Mood Disorders,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Mucopolysaccharidosis Iii,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Nausea,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Nervous System Disorder,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Neurologic Manifestations,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Panic Disorder,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
['Atypical antipsychotics'],olanzapine,Schizophrenia,Zyprexa is an antipsychotic medication that affects chemicals in the brain.,"['\nuncontrolled muscle movements in your face (chewing, lip smacking, frowning, tongue movement, blinking eye movement)\n', '\ntrouble speaking swallowing\n', '\nswelling in your hands feet\n', '\nconfusion, unusual thoughts behavior, hallucinations, thoughts about hurting yourself\n', '\nlow white blood cell counts \n', '\nsigns of dehydration \n', '\nliver problems \n', '\nhigh blood sugar \n', '\nsevere nervous system reaction \n']",,Prescription only,58.7,321.0,Zyprexa
